	motifs_int	motifs_str	Rapports70to80merged	Rapports18
{17,18} {5} {26}	[{17, 18}, {5}, {26}]	{lemma_de,pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}	0	12871
{5,24,27} {3} {18}	[{24, 27, 5}, {3}, {18}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP}	0	15070
{92} {18} {5}	[{92}, {18}, {5}]	{feats_Number=Plur} {pos_ADP} {feats_Number=Sing}	0	15070
{5} {18} {5,26}	[{5}, {18}, {26, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem}	0	13292
{92} {92} {18}	[{92}, {92}, {18}]	{feats_Number=Plur} {feats_Number=Plur} {pos_ADP}	0	15179
{18} {23,24,25,27,92,881} {92}	[{18}, {881, 23, 24, 25, 27, 92}, {92}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,wp_▁les} {feats_Number=Plur}	0	14790
{5} {18} {24,27}	[{5}, {18}, {24, 27}]	{feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art}	0	16220
{18} {26} {3,26}	[{18}, {26}, {26, 3}]	{pos_ADP} {feats_Gender=Fem} {pos_NOUN,feats_Gender=Fem}	0	12375
{17,18,728,730,878} {23,24,25,27} {3}	[{878, 17, 18, 728, 730}, {24, 25, 27, 23}, {3}]	{lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	0	14682
{5} {4} {18}	[{5}, {4}, {18}]	{feats_Number=Sing} {feats_Gender=Masc} {pos_ADP}	0	13913
{24,27} {3,5} {18}	[{24, 27}, {3, 5}, {18}]	{pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_ADP}	0	15071
{5} {4,5} {5}	[{5}, {4, 5}, {5}]	{feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {feats_Number=Sing}	0	12374
{5} {4,5} {18}	[{5}, {4, 5}, {18}]	{feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {pos_ADP}	0	13610
{5} {17,18} {5}	[{5}, {17, 18}, {5}]	{feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing}	0	15281
{5,23,24,25,27} {5} {5}	[{5, 23, 24, 25, 27}, {5}, {5}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {feats_Number=Sing}	0	13336
{18} {5,24,26,27} {26}	[{18}, {24, 26, 27, 5}, {26}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_Gender=Fem,feats_PronType=Art} {feats_Gender=Fem}	0	12267
{5} {17,18,730} {5}	[{5}, {17, 18, 730}, {5}]	{feats_Number=Sing} {lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing}	0	13036
{5} {17,18,728,730} {5}	[{5}, {728, 17, 18, 730}, {5}]	{feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	0	13017
{17,18} {24} {3,5}	[{17, 18}, {24}, {3, 5}]	{lemma_de,pos_ADP} {pos_DET} {pos_NOUN,feats_Number=Sing}	0	16760
{5} {5} {17,18,728,730}	[{5}, {5}, {728, 17, 18, 730}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de}	0	13854
{17,18} {24,27} {4}	[{17, 18}, {24, 27}, {4}]	{lemma_de,pos_ADP} {pos_DET,feats_PronType=Art} {feats_Gender=Masc}	0	15392
{5} {5} {17,18,730}	[{5}, {5}, {17, 18, 730}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP,wp_▁de}	0	13872
{24} {3} {17,18,730}	[{24}, {3}, {17, 18, 730}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP,wp_▁de}	0	14641
{5} {5} {17,18}	[{5}, {5}, {17, 18}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP}	0	15863
{3} {18} {5} {26}	[{3}, {18}, {5}, {26}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}	0	12264
{17,18,730} {23,24,25,27} {4}	[{17, 18, 730}, {24, 25, 27, 23}, {4}]	{lemma_de,pos_ADP,wp_▁de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc}	0	14571
{5} {5} {18} {24}	[{5}, {5}, {18}, {24}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {pos_DET}	0	13042
{5} {730} {5}	[{5}, {730}, {5}]	{feats_Number=Sing} {wp_▁de} {feats_Number=Sing}	0	13042
{18} {4,24} {4,5}	[{18}, {24, 4}, {4, 5}]	{pos_ADP} {feats_Gender=Masc,pos_DET} {feats_Gender=Masc,feats_Number=Sing}	0	16552
{18} {24,92} {92}	[{18}, {24, 92}, {92}]	{pos_ADP} {pos_DET,feats_Number=Plur} {feats_Number=Plur}	0	17321
{18} {5} {5} {105}	[{18}, {5}, {5}, {105}]	{pos_ADP} {feats_Number=Sing} {feats_Number=Sing} {pos_PUNCT}	0	12335
{5} {5} {18,730}	[{5}, {5}, {730, 18}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP,wp_▁de}	0	13873
{5} {5} {105}	[{5}, {5}, {105}]	{feats_Number=Sing} {feats_Number=Sing} {pos_PUNCT}	0	19277
{5} {5} {730}	[{5}, {5}, {730}]	{feats_Number=Sing} {feats_Number=Sing} {wp_▁de}	0	13894
{18} {24,27} {92}	[{18}, {24, 27}, {92}]	{pos_ADP} {pos_DET,feats_PronType=Art} {feats_Number=Plur}	0	16201
{92} {3,92} {92}	[{92}, {3, 92}, {92}]	{feats_Number=Plur} {pos_NOUN,feats_Number=Plur} {feats_Number=Plur}	0	12455
{5} {5,26} {18}	[{5}, {26, 5}, {18}]	{feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem} {pos_ADP}	0	13224
{17,18} {92} {92}	[{17, 18}, {92}, {92}]	{lemma_de,pos_ADP} {feats_Number=Plur} {feats_Number=Plur}	0	14029
{17,18,730} {24} {3,5}	[{17, 18, 730}, {24}, {3, 5}]	{lemma_de,pos_ADP,wp_▁de} {pos_DET} {pos_NOUN,feats_Number=Sing}	0	15567
{730} {5,24} {3,5}	[{730}, {24, 5}, {3, 5}]	{wp_▁de} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	0	15567
{5} {18} {23}	[{5}, {18}, {23}]	{feats_Number=Sing} {pos_ADP} {lemma_le}	0	14490
{5} {18} {24,25,27}	[{5}, {18}, {24, 25, 27}]	{feats_Number=Sing} {pos_ADP} {pos_DET,feats_Definite=Def,feats_PronType=Art}	0	14490
{24,25,27} {3} {17,18,730}	[{24, 25, 27}, {3}, {17, 18, 730}]	{pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP,wp_▁de}	0	12589
{5,24} {3,5} {18}	[{24, 5}, {3, 5}, {18}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {pos_ADP}	0	15665
{17,18,730} {24,27} {3,5}	[{17, 18, 730}, {24, 27}, {3, 5}]	{lemma_de,pos_ADP,wp_▁de} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	0	14896
{730} {5,24,27} {3,5}	[{730}, {24, 27, 5}, {3, 5}]	{wp_▁de} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	0	14896
{5} {5} {18} {5} {5}	[{5}, {5}, {18}, {5}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	0	12398
{5} {18} {24} {3,5}	[{5}, {18}, {24}, {3, 5}]	{feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN,feats_Number=Sing}	0	13936
{5} {18} {23,24,25,27} {3}	[{5}, {18}, {24, 25, 27, 23}, {3}]	{feats_Number=Sing} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	0	13109
{18} {5,24,25,27} {3,4,5}	[{18}, {24, 25, 27, 5}, {3, 4, 5}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	14647
{18} {23,24,25,27} {3,4,5}	[{18}, {24, 25, 27, 23}, {3, 4, 5}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	14647
{5} {18} {26}	[{5}, {18}, {26}]	{feats_Number=Sing} {pos_ADP} {feats_Gender=Fem}	0	14624
{5} {18} {23,24,25,27} {5}	[{5}, {18}, {24, 25, 27, 23}, {5}]	{feats_Number=Sing} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	0	13086
{17,18,730} {5,23,24,25,27} {3,5}	[{17, 18, 730}, {5, 23, 24, 25, 27}, {3, 5}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	0	14893
{730} {24,27} {3}	[{730}, {24, 27}, {3}]	{wp_▁de} {pos_DET,feats_PronType=Art} {pos_NOUN}	0	19507
{3} {18} {23,24,25,27} {5}	[{3}, {18}, {24, 25, 27, 23}, {5}]	{pos_NOUN} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	0	12975
{5} {18} {5,24,27} {5}	[{5}, {18}, {24, 27, 5}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	0	14438
{5} {18} {5,24} {3}	[{5}, {18}, {24, 5}, {3}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN}	0	13934
{17,18,730,878} {23,24,25,27} {3}	[{17, 18, 878, 730}, {24, 25, 27, 23}, {3}]	{lemma_de,pos_ADP,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	0	14703
{5} {18} {5,24,27} {3,5}	[{5}, {18}, {24, 27, 5}, {3, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	0	13165
{18} {4,5,23,24,25,27} {3,4}	[{18}, {4, 5, 23, 24, 25, 27}, {3, 4}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	0	12730
{23,24,25,27} {3} {18}	[{24, 25, 27, 23}, {3}, {18}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP}	0	17344
{18} {24,92} {3,92}	[{18}, {24, 92}, {3, 92}]	{pos_ADP} {pos_DET,feats_Number=Plur} {pos_NOUN,feats_Number=Plur}	0	16177
{5} {18} {5,24,25,27} {5}	[{5}, {18}, {24, 25, 27, 5}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	0	13083
{18} {4,24} {3}	[{18}, {24, 4}, {3}]	{pos_ADP} {feats_Gender=Masc,pos_DET} {pos_NOUN}	0	14621
{5} {18} {5,24,25,27}	[{5}, {18}, {24, 25, 27, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art}	0	13179
{5} {18} {5,24} {5}	[{5}, {18}, {24, 5}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	0	15172
{5} {18} {5,24} {3,5}	[{5}, {18}, {24, 5}, {3, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	0	13933
{5} {18} {5,23,24,25,27} {5}	[{5}, {18}, {5, 23, 24, 25, 27}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	0	13082
{18} {44} {3,4}	[{18}, {44}, {3, 4}]	{pos_ADP} {wp_▁le} {pos_NOUN,feats_Gender=Masc}	0	12720
{3} {18} {5,26}	[{3}, {18}, {26, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem}	0	15027
{18} {5,23,24,25,27} {3,5,26}	[{18}, {5, 23, 24, 25, 27}, {26, 3, 5}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	0	15027
{5} {18} {5,23,24,25,27}	[{5}, {18}, {5, 23, 24, 25, 27}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	0	13178
{5} {18} {5} {26}	[{5}, {18}, {5}, {26}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}	0	12277
{5} {18} {3}	[{5}, {18}, {3}]	{feats_Number=Sing} {pos_ADP} {pos_NOUN}	0	13598
{17,18,730} {24,27} {4}	[{17, 18, 730}, {24, 27}, {4}]	{lemma_de,pos_ADP,wp_▁de} {pos_DET,feats_PronType=Art} {feats_Gender=Masc}	0	14575
{5} {18,730} {5}	[{5}, {730, 18}, {5}]	{feats_Number=Sing} {pos_ADP,wp_▁de} {feats_Number=Sing}	0	13037
{5} {3} {5}	[{5}, {3}, {5}]	{feats_Number=Sing} {pos_NOUN} {feats_Number=Sing}	0	15147
{5} {3} {17,18}	[{5}, {3}, {17, 18}]	{feats_Number=Sing} {pos_NOUN} {lemma_de,pos_ADP}	0	13654
{5,24,27} {3,5} {17,18}	[{24, 27, 5}, {3, 5}, {17, 18}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP}	0	12487
{17,18} {23,24,25,27} {5}	[{17, 18}, {24, 25, 27, 23}, {5}]	{lemma_de,pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	0	17420
{5} {3} {18} {5}	[{5}, {3}, {18}, {5}]	{feats_Number=Sing} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	0	12806
{18} {5,24,26} {26}	[{18}, {24, 26, 5}, {26}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_Gender=Fem} {feats_Gender=Fem}	0	12806
{5} {3} {105}	[{5}, {3}, {105}]	{feats_Number=Sing} {pos_NOUN} {pos_PUNCT}	0	12414
{5} {3,5} {18} {5}	[{5}, {3, 5}, {18}, {5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	0	12728
{18} {5,24,25,27} {4,5}	[{18}, {24, 25, 27, 5}, {4, 5}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc,feats_Number=Sing}	0	16573
{5,24,27} {3} {5}	[{24, 27, 5}, {3}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN} {feats_Number=Sing}	0	13319
{5,24,27} {3} {17,18}	[{24, 27, 5}, {3}, {17, 18}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP}	0	12492
{730} {5,24} {5}	[{730}, {24, 5}, {5}]	{wp_▁de} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	0	17938
{3} {18} {24} {3}	[{3}, {18}, {24}, {3}]	{pos_NOUN} {pos_ADP} {pos_DET} {pos_NOUN}	0	15604
{5,24,27} {5} {5}	[{24, 27, 5}, {5}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {feats_Number=Sing}	0	16041
{18} {24,26} {26}	[{18}, {24, 26}, {26}]	{pos_ADP} {pos_DET,feats_Gender=Fem} {feats_Gender=Fem}	0	12929
{3} {18} {24} {26}	[{3}, {18}, {24}, {26}]	{pos_NOUN} {pos_ADP} {pos_DET} {feats_Gender=Fem}	0	12319
{5,24} {5} {5}	[{24, 5}, {5}, {5}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {feats_Number=Sing}	0	16987
{5} {3,5} {17,18}	[{5}, {3, 5}, {17, 18}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP}	0	13621
{5,24} {5} {105}	[{24, 5}, {5}, {105}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_PUNCT}	0	12852
{17,18,728,730} {24} {3,4}	[{728, 17, 18, 730}, {24}, {3, 4}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {pos_DET} {pos_NOUN,feats_Gender=Masc}	0	13647
{3} {17,18} {26}	[{3}, {17, 18}, {26}]	{pos_NOUN} {lemma_de,pos_ADP} {feats_Gender=Fem}	0	14416
{17,18,730} {5,24} {3,5}	[{17, 18, 730}, {24, 5}, {3, 5}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	0	15565
{5,24,25,27} {5} {18}	[{24, 25, 27, 5}, {5}, {18}]	{feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_ADP}	0	14027
{5,23,24,25,27} {5} {18}	[{5, 23, 24, 25, 27}, {5}, {18}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_ADP}	0	14024
{730} {23} {26}	[{730}, {23}, {26}]	{wp_▁de} {lemma_le} {feats_Gender=Fem}	0	13607
{730} {24,27} {26}	[{730}, {24, 27}, {26}]	{wp_▁de} {pos_DET,feats_PronType=Art} {feats_Gender=Fem}	0	13607
{17} {24} {26}	[{17}, {24}, {26}]	{lemma_de} {pos_DET} {feats_Gender=Fem}	0	15145
{730} {24,27} {3,26}	[{730}, {24, 27}, {26, 3}]	{wp_▁de} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem}	0	13054
{18} {5,23,24,25,27} {5,26}	[{18}, {5, 23, 24, 25, 27}, {26, 5}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing,feats_Gender=Fem}	0	15667
{730} {24,27} {3,5}	[{730}, {24, 27}, {3, 5}]	{wp_▁de} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	0	14898
{18} {5,26} {5}	[{18}, {26, 5}, {5}]	{pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing}	0	14871
{92} {92} {105}	[{92}, {92}, {105}]	{feats_Number=Plur} {feats_Number=Plur} {pos_PUNCT}	0	13333
{730} {23,24,25,27} {3,5}	[{730}, {24, 25, 27, 23}, {3, 5}]	{wp_▁de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	0	14897
{730} {92} {92}	[{730}, {92}, {92}]	{wp_▁de} {feats_Number=Plur} {feats_Number=Plur}	0	13891
{730} {24} {3,26}	[{730}, {24}, {26, 3}]	{wp_▁de} {pos_DET} {pos_NOUN,feats_Gender=Fem}	0	13791
{730} {5} {5}	[{730}, {5}, {5}]	{wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	0	19002
{730} {5} {3}	[{730}, {5}, {3}]	{wp_▁de} {feats_Number=Sing} {pos_NOUN}	0	15754
{18} {4,5,24,25,27} {5}	[{18}, {4, 5, 24, 25, 27}, {5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	0	14941
{730} {5} {3,5}	[{730}, {5}, {3, 5}]	{wp_▁de} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	0	15719
{18} {24} {92}	[{18}, {24}, {92}]	{pos_ADP} {pos_DET} {feats_Number=Plur}	0	17327
{730} {5,24,27} {5}	[{730}, {24, 27, 5}, {5}]	{wp_▁de} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	0	17327
{730} {5,23,24,25,27} {5}	[{730}, {5, 23, 24, 25, 27}, {5}]	{wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	0	17326
{17,18,730} {5,23,24,25,27} {3}	[{17, 18, 730}, {5, 23, 24, 25, 27}, {3}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	0	14899
{23,24,25,27} {3} {730}	[{24, 25, 27, 23}, {3}, {730}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {wp_▁de}	0	12592
{18} {23,24,25,27} {3,5}	[{18}, {24, 25, 27, 23}, {3, 5}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	3861	21677
{18} {5,24,26} {5,26}	[{18}, {24, 26, 5}, {26, 5}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem}	0	12802
{17,18,728,730} {5} {5}	[{728, 17, 18, 730}, {5}, {5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	0	18954
{730} {23,24,25,27} {3}	[{730}, {24, 25, 27, 23}, {3}]	{wp_▁de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	0	19506
{23,24,25,27} {3} {17,18,730}	[{24, 25, 27, 23}, {3}, {17, 18, 730}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP,wp_▁de}	0	12585
{5} {18} {24} {3}	[{5}, {18}, {24}, {3}]	{feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN}	0	16054
{23,24,25,27} {3} {18} {5}	[{24, 25, 27, 23}, {3}, {18}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	0	13747
{18} {4} {3,4}	[{18}, {4}, {3, 4}]	{pos_ADP} {feats_Gender=Masc} {pos_NOUN,feats_Gender=Masc}	0	14887
{730} {24} {3,5}	[{730}, {24}, {3, 5}]	{wp_▁de} {pos_DET} {pos_NOUN,feats_Number=Sing}	0	15569
{23,24,25,27} {5} {18}	[{24, 25, 27, 23}, {5}, {18}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_ADP}	0	14031
{5,24,25,27} {3,5} {18}	[{24, 25, 27, 5}, {3, 5}, {18}]	{feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_ADP}	0	13551
{23,24,25,27} {3} {17,18}	[{24, 25, 27, 23}, {3}, {17, 18}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP}	0	14718
{18} {23} {5,26}	[{18}, {23}, {26, 5}]	{pos_ADP} {lemma_le} {feats_Number=Sing,feats_Gender=Fem}	0	15671
{730} {5,24,27} {3}	[{730}, {24, 27, 5}, {3}]	{wp_▁de} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN}	0	14902
{23,24,25,27} {3} {11}	[{24, 25, 27, 23}, {3}, {11}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADJ}	0	12993
{18} {4,5,24,27} {4,5}	[{18}, {24, 27, 4, 5}, {4, 5}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Gender=Masc,feats_Number=Sing}	0	16069
{18} {5,24,26,27} {5,26}	[{18}, {24, 26, 27, 5}, {26, 5}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_Gender=Fem,feats_PronType=Art} {feats_Number=Sing,feats_Gender=Fem}	0	12265
{18} {4} {3,4,5}	[{18}, {4}, {3, 4, 5}]	{pos_ADP} {feats_Gender=Masc} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	14617
{3} {17,18,730} {5}	[{3}, {17, 18, 730}, {5}]	{pos_NOUN} {lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing}	0	16155
{3} {17,18,728,730} {5}	[{3}, {728, 17, 18, 730}, {5}]	{pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	0	16153
{3} {18} {5} {5}	[{3}, {18}, {5}, {5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	0	16542
{18} {5,24} {3,26}	[{18}, {24, 5}, {26, 3}]	{pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Gender=Fem}	0	16705
{17,18,730} {24} {26}	[{17, 18, 730}, {24}, {26}]	{lemma_de,pos_ADP,wp_▁de} {pos_DET} {feats_Gender=Fem}	0	14353
{18} {26} {5,26}	[{18}, {26}, {26, 5}]	{pos_ADP} {feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem}	0	14353
{3} {18} {23,24,25,27} {3}	[{3}, {18}, {24, 25, 27, 23}, {3}]	{pos_NOUN} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	0	12815
{3} {18} {5} {3}	[{3}, {18}, {5}, {3}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN}	0	13804
{17,18,728,730} {24,27} {4}	[{728, 17, 18, 730}, {24, 27}, {4}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {pos_DET,feats_PronType=Art} {feats_Gender=Masc}	0	14545
{3} {18} {5} {3,5}	[{3}, {18}, {5}, {3, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	0	13776
{18} {23,24,25,27} {3,92}	[{18}, {24, 25, 27, 23}, {3, 92}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Plur}	0	13776
{17,18} {5} {4,5}	[{17, 18}, {5}, {4, 5}]	{lemma_de,pos_ADP} {feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing}	0	12727
{3} {18} {5,24,27}	[{3}, {18}, {24, 27, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	0	14265
{18} {5,23,24,25,27} {4,5}	[{18}, {5, 23, 24, 25, 27}, {4, 5}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc,feats_Number=Sing}	0	16572
{18} {5} {3,26}	[{18}, {5}, {26, 3}]	{pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Gender=Fem}	0	16908
{17,18} {23,24,25,27} {4}	[{17, 18}, {24, 25, 27, 23}, {4}]	{lemma_de,pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc}	0	14601
{3} {18} {5,23,24,25,27}	[{3}, {18}, {5, 23, 24, 25, 27}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	0	13063
