	motifs_int	motifs_str	ARSCAN	CHISCO	DICEN	LADYSS	LTIE	CDPC	CRDP	ECONOMIX	LAPPS	MODALX	CEDCAC	CREA	ERO	LEGS	MODYCO	CEDIN	CREF	HAR	LEME	MONDESA	CEJEC	CRESPPA	IDHES	LESC	PRETECH	CEREG	CRPM	IREPH	LICAE	SOPHIAPOL	CEROS	CSLF	IRERP	LINP2	CHAD	CTAD	ISP	LIPO	AVERAGE	VAR	ST.DEV
{5} {17,18} {5} {26}	[{5}, {17, 18}, {5}, {26}]	{feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}	-16.00	16.00	-18.21	-7.40	-16.00	10.41	-17.50	-16.00	-16.00	11.58	16.00	16.00	-16.00	-16.00	-16.00	16.00	16.00	-16.00	-12.74	-16.00	11.79	-16.00	-16.00	-18.13	16.00	-13.37	-4.83	16.00	-16.00	16.00	-14.98	-16.00	-8.78	16.00	-17.43	16.00	-17.74	-6.47	-4.52	211.91	14.56
{17,18,728,730,878} {23,24,25,27} {4,5}	[{878, 17, 18, 728, 730}, {24, 25, 27, 23}, {4, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc,feats_Number=Sing}	-16.00	16.00	-16.00	-10.35	-16.00	10.33	-16.00	-16.00	-16.00	10.64	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-17.82	-16.00	10.45	-16.00	-16.00	10.45	16.00	-18.71	-6.76	-7.27	-16.00	16.00	16.00	-16.00	11.08	-16.00	-16.00	11.51	16.00	-9.05	-3.51	211.79	14.55
{3} {18} {24} {3,26}	[{3}, {18}, {24}, {26, 3}]	{pos_NOUN} {pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Fem}	-16.00	16.00	10.84	16.00	-16.00	10.23	-16.00	-16.00	-16.00	10.67	16.00	16.00	16.00	16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	11.41	-16.00	-16.00	10.78	16.00	16.00	-13.97	16.00	-16.00	16.00	16.00	16.00	16.00	10.95	-16.00	16.00	16.00	16.00	5.13	211.73	14.55
{18} {5,24} {3,5} {18} {5}	[{18}, {24, 5}, {3, 5}, {18}, {5}]	{pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	-16.00	16.00	-16.00	-6.75	-19.64	-6.25	-15.95	-16.00	-16.00	16.00	16.00	16.00	-16.00	-16.00	-16.00	-10.89	-16.00	-19.92	-11.62	-16.00	16.00	-16.00	-16.00	16.00	-14.13	-12.19	-4.41	16.00	-16.00	16.00	-13.66	-16.00	16.00	16.00	-15.90	16.00	16.00	-5.90	-4.56	211.55	14.54
{24,27} {3} {18} {23,24,25,27}	[{24, 27}, {3}, {18}, {24, 25, 27, 23}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	-16.00	16.00	-18.88	-7.67	-16.00	-7.11	-18.13	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	-12.38	-16.00	-16.00	-13.21	-16.00	16.00	-16.00	-16.00	16.00	-16.00	16.00	-5.01	16.00	-16.00	-11.84	-15.53	-16.00	-9.10	16.00	-18.07	16.00	16.00	-6.71	-4.62	211.55	14.54
{5,24,27} {3,4} {18}	[{24, 27, 5}, {3, 4}, {18}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc} {pos_ADP}	-16.00	16.00	-16.00	-10.35	-16.00	-9.59	-16.00	-16.00	-16.00	10.64	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-17.82	-16.00	10.45	-16.00	-16.00	10.45	16.00	10.87	-6.76	16.00	-16.00	16.00	-16.00	-16.00	11.08	10.76	-16.00	11.51	16.00	-9.05	-2.78	211.53	14.54
{17,18} {5,23,24,25,27} {3,5,26}	[{17, 18}, {5, 23, 24, 25, 27}, {26, 3, 5}]	{lemma_de,pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	-16.00	16.00	-16.00	-10.21	-16.00	10.56	-16.00	-16.00	-16.00	10.64	16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-17.58	-16.00	10.86	-16.00	-16.00	10.92	16.00	11.32	-6.67	16.00	-16.00	16.00	-16.00	-16.00	-12.11	10.75	-16.00	16.00	-16.00	-8.93	-3.54	211.51	14.54
{4} {18} {23,24,25,27}	[{4}, {18}, {24, 25, 27, 23}]	{feats_Gender=Masc} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	-16.00	16.00	10.49	11.28	-16.00	10.40	-16.00	-16.00	-16.00	10.45	16.00	12.02	16.00	-16.00	10.96	16.00	16.00	16.00	-16.00	-16.00	10.44	-16.00	-16.00	10.44	16.00	10.92	-11.89	16.00	-16.00	16.00	-16.00	-16.00	10.94	10.58	-16.00	11.20	16.00	16.00	1.85	211.49	14.54
{24,27} {3} {18} {5,24} {5}	[{24, 27}, {3}, {18}, {24, 5}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	-16.00	16.00	-16.00	-11.91	-16.00	-11.03	-16.00	-16.00	-16.00	10.27	16.00	10.71	16.00	-16.00	-16.00	-19.22	10.75	-16.00	-16.00	-16.00	10.26	-16.00	-16.00	10.30	16.00	10.56	-7.78	16.00	-16.00	16.00	-16.00	-16.00	10.68	10.21	-16.00	10.61	16.00	16.00	-2.62	211.41	14.54
{5,24,27} {5} {18} {5} {5}	[{24, 27, 5}, {5}, {18}, {5}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	-16.00	16.00	-16.00	-9.61	-16.00	-8.90	-16.00	-16.00	-16.00	10.41	16.00	16.00	16.00	-16.00	-16.00	-15.51	-16.00	-16.00	-16.00	-16.00	10.86	-16.00	-16.00	10.35	16.00	10.95	-6.28	16.00	-16.00	16.00	-19.45	-16.00	12.08	10.57	-16.00	16.00	16.00	-8.40	-3.45	211.25	14.53
{5,24} {3} {17,18} {5}	[{24, 5}, {3}, {17, 18}, {5}]	{feats_Number=Sing,pos_DET} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing}	-16.00	16.00	-16.00	-14.15	-16.00	10.29	-16.00	-16.00	-16.00	10.17	16.00	11.36	16.00	-16.00	-16.00	11.24	11.14	-16.00	11.66	-16.00	10.26	-16.00	-16.00	10.37	16.00	10.55	-9.24	16.00	-16.00	16.00	16.00	-16.00	10.50	10.51	-16.00	10.91	16.00	16.00	0.25	211.25	14.53
{17,18,730} {5} {26}	[{17, 18, 730}, {5}, {26}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing} {feats_Gender=Fem}	-16.00	16.00	10.56	16.00	-16.00	10.34	-16.00	-16.00	-16.00	10.53	16.00	16.00	16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	-16.00	10.62	-16.00	-16.00	10.53	16.00	11.11	-13.43	16.00	-16.00	16.00	16.00	16.00	11.14	10.65	-16.00	11.10	16.00	16.00	3.87	211.24	14.53
{24} {3,26} {26}	[{24}, {26, 3}, {26}]	{pos_DET} {pos_NOUN,feats_Gender=Fem} {feats_Gender=Fem}	-16.00	16.00	10.56	16.00	-16.00	10.34	-16.00	-16.00	-16.00	10.53	16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	10.62	-16.00	-16.00	10.53	16.00	11.11	-13.43	16.00	-16.00	16.00	16.00	16.00	11.14	10.65	-16.00	11.10	16.00	16.00	3.87	211.24	14.53
{5,23,24,25,27} {4} {18}	[{5, 23, 24, 25, 27}, {4}, {18}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc} {pos_ADP}	-16.00	-12.10	-19.27	-7.83	-16.00	-7.25	-18.51	-16.00	-16.00	-12.12	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-13.48	-16.00	16.00	-16.00	-16.00	16.00	16.00	-14.15	-5.11	-5.50	-16.00	16.00	-15.85	-16.00	16.00	16.00	-18.44	16.00	16.00	-6.84	-4.54	211.21	14.53
{18} {24,27,92} {26,92}	[{18}, {24, 27, 92}, {26, 92}]	{pos_ADP} {pos_DET,feats_PronType=Art,feats_Number=Plur} {feats_Gender=Fem,feats_Number=Plur}	-16.00	-13.71	16.00	16.00	-16.00	-8.21	-16.00	-16.00	-16.00	-13.73	16.00	-16.00	16.00	-16.00	16.00	-14.32	-16.00	-16.00	-15.27	-16.00	-7.51	-16.00	-16.00	16.00	16.00	16.00	-5.79	-6.23	-16.00	16.00	-17.95	-16.00	16.00	-18.15	-16.00	16.00	16.00	-7.75	-4.65	211.18	14.53
{5} {4,5} {105}	[{5}, {4, 5}, {105}]	{feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {pos_PUNCT}	-16.00	16.00	16.00	16.00	-16.00	12.61	11.05	-16.00	-16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-14.40	16.00	-16.00	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	6.56	211.18	14.53
{4} {4,5} {4}	[{4}, {4, 5}, {4}]	{feats_Gender=Masc} {feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc}	-16.00	16.00	-18.19	-7.39	-16.00	11.73	-17.48	-16.00	-16.00	16.00	-17.87	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-12.73	-16.00	-6.26	-16.00	-16.00	-18.11	16.00	16.00	-4.83	16.00	-16.00	16.00	-14.97	-16.00	-8.77	-15.13	-17.42	-6.71	16.00	16.00	-4.90	211.11	14.53
{17,18,730} {5,23,24,25,27} {3,5,26}	[{17, 18, 730}, {5, 23, 24, 25, 27}, {26, 3, 5}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	-16.00	16.00	-16.00	-10.16	-16.00	10.46	-16.00	-16.00	-16.00	10.54	16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-17.49	-16.00	10.97	-16.00	-16.00	10.88	16.00	11.09	-6.64	16.00	-16.00	16.00	-16.00	-16.00	-12.05	10.73	-16.00	16.00	-16.00	-8.88	-3.54	211.10	14.53
{3,26} {18} {3}	[{26, 3}, {18}, {3}]	{pos_NOUN,feats_Gender=Fem} {pos_ADP} {pos_NOUN}	-16.00	-16.00	10.41	11.95	-16.00	10.32	-16.00	-16.00	-16.00	-16.00	16.00	10.88	16.00	-16.00	10.92	16.00	16.00	-16.00	11.20	-16.00	10.27	-16.00	-16.00	10.40	16.00	10.69	-9.83	16.00	-16.00	16.00	16.00	-16.00	10.70	10.66	-16.00	10.98	16.00	-13.16	0.27	211.04	14.53
{3,5} {18} {23,24,25,27} {3}	[{3, 5}, {18}, {24, 25, 27, 23}, {3}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	-16.00	16.00	-16.00	-11.75	-16.00	-10.88	-16.00	-16.00	-16.00	10.32	16.00	11.04	16.00	-16.00	-16.00	16.00	16.00	-16.00	-16.00	-16.00	10.40	-16.00	-16.00	10.28	16.00	11.04	-7.67	16.00	-16.00	16.00	-16.00	-16.00	10.87	10.47	-16.00	11.02	16.00	-10.27	-2.19	211.03	14.53
{17,18} {5} {5} {105}	[{17, 18}, {5}, {5}, {105}]	{lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing} {pos_PUNCT}	-16.00	16.00	-18.18	-7.39	-16.00	-6.84	-17.46	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-12.72	-16.00	16.00	-16.00	-16.00	16.00	-15.46	-13.35	-4.82	16.00	-16.00	16.00	-14.95	-16.00	-8.76	-15.12	-17.40	16.00	16.00	-6.46	-4.60	211.01	14.53
{17,18} {4,5,24} {4}	[{17, 18}, {24, 4, 5}, {4}]	{lemma_de,pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET} {feats_Gender=Masc}	-16.00	16.00	10.25	-15.14	-16.00	10.24	-16.00	-16.00	-16.00	10.21	11.44	10.83	16.00	-16.00	10.67	10.97	-16.00	-16.00	-16.00	-16.00	10.26	-16.00	-16.00	10.22	16.00	10.77	-9.89	16.00	-16.00	16.00	16.00	-16.00	10.58	-16.00	-16.00	10.86	16.00	16.00	-0.68	210.97	14.52
{4} {5} {18}	[{4}, {5}, {18}]	{feats_Gender=Masc} {feats_Number=Sing} {pos_ADP}	-16.00	16.00	11.71	16.00	-16.00	10.55	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	11.28	16.00	16.00	-16.00	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	6.36	210.82	14.52
{5,24} {3,5} {5,11}	[{24, 5}, {3, 5}, {11, 5}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {feats_Number=Sing,pos_ADJ}	-16.00	16.00	10.51	-16.00	-16.00	10.33	10.32	-16.00	-16.00	10.60	16.00	16.00	16.00	-16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	10.59	-16.00	-16.00	10.50	16.00	16.00	-13.24	16.00	-16.00	16.00	16.00	16.00	16.00	10.70	10.53	11.64	16.00	16.00	3.85	210.76	14.52
{4} {18} {3,5}	[{4}, {18}, {3, 5}]	{feats_Gender=Masc} {pos_ADP} {pos_NOUN,feats_Number=Sing}	-16.00	-18.66	10.27	10.59	-16.00	10.28	-16.00	-16.00	-16.00	-18.69	16.00	10.66	-16.00	-16.00	-16.00	16.00	11.05	-16.00	11.09	-16.00	-10.23	-16.00	-16.00	10.27	16.00	10.65	9.96	16.00	-16.00	16.00	16.00	-16.00	10.65	10.39	-16.00	11.07	16.00	-10.56	-1.56	210.75	14.52
{18} {5,24} {5} {18}	[{18}, {24, 5}, {5}, {18}]	{pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADP}	-16.00	16.00	16.00	9.47	-16.00	9.84	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-14.90	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	6.43	210.72	14.52
{18,692,693,695} {23,24,25,27} {3}	[{18, 692, 693, 695}, {24, 25, 27, 23}, {3}]	{pos_ADP,lemma_à,feats_à,wp_▁à} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	-16.00	-13.24	-16.00	-8.57	-16.00	-7.94	-16.00	-16.00	-16.00	-13.27	16.00	16.00	16.00	-16.00	-16.00	16.00	16.00	-16.00	-14.75	-16.00	16.00	-16.00	-16.00	11.80	-17.94	-15.48	-5.60	16.00	-16.00	16.00	-17.35	-16.00	16.00	-17.54	-16.00	16.00	16.00	-7.49	-5.04	210.66	14.51
{24,27} {3} {17,18} {5}	[{24, 27}, {3}, {17, 18}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing}	-16.00	16.00	11.14	16.00	-16.00	10.67	-16.00	-16.00	-16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	11.00	16.00	16.00	-16.00	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	6.34	210.62	14.51
{4,5,24} {4} {18}	[{24, 4, 5}, {4}, {18}]	{feats_Gender=Masc,feats_Number=Sing,pos_DET} {feats_Gender=Masc} {pos_ADP}	-16.00	16.00	-16.00	-9.96	-16.00	-9.23	-16.00	-16.00	-16.00	10.40	16.00	12.95	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-17.15	-16.00	10.36	-16.00	-16.00	10.26	16.00	10.67	-6.50	16.00	-16.00	16.00	-16.00	-16.00	10.63	10.42	-16.00	16.00	16.00	-8.71	-2.73	210.61	14.51
{24,27} {3} {18} {5} {5}	[{24, 27}, {3}, {18}, {5}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	-16.00	16.00	10.44	11.25	-16.00	10.26	-16.00	-16.00	-16.00	10.42	16.00	16.00	16.00	-16.00	11.11	16.00	16.00	-16.00	11.22	-16.00	10.49	-16.00	-16.00	10.39	16.00	11.02	-11.39	16.00	-16.00	16.00	-16.00	-16.00	10.76	10.48	-16.00	11.17	16.00	16.00	1.83	210.57	14.51
{23,24,25,27} {3} {17,18} {24}	[{24, 25, 27, 23}, {3}, {17, 18}, {24}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {pos_DET}	-16.00	-11.21	-17.85	-7.25	-16.00	-6.72	-17.15	-16.00	-16.00	-11.23	16.00	-18.83	16.00	-16.00	-16.00	-11.71	-16.00	-16.00	-12.49	-16.00	16.00	-16.00	-16.00	16.00	16.00	16.00	-4.74	16.00	-16.00	16.00	-14.68	-16.00	16.00	16.00	-17.09	16.00	16.00	-6.34	-4.56	210.54	14.51
{3} {18} {4}	[{3}, {18}, {4}]	{pos_NOUN} {pos_ADP} {feats_Gender=Masc}	-16.00	16.00	10.64	16.00	-16.00	10.51	-16.00	-16.00	-16.00	10.73	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	16.00	-16.00	10.72	-16.00	-16.00	10.58	16.00	16.00	-12.88	16.00	-16.00	16.00	16.00	-16.00	16.00	11.17	-16.00	16.00	16.00	16.00	5.14	210.46	14.51
{18} {5,24,26,27} {5}	[{18}, {24, 26, 27, 5}, {5}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_Gender=Fem,feats_PronType=Art} {feats_Number=Sing}	-16.00	16.00	10.59	16.00	-16.00	10.36	-16.00	-16.00	-16.00	10.84	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	-16.00	10.71	-16.00	-16.00	10.54	16.00	16.00	-14.86	16.00	-16.00	16.00	16.00	16.00	16.00	11.42	-16.00	11.56	16.00	16.00	4.98	210.43	14.51
{4,5} {4,5} {4}	[{4, 5}, {4, 5}, {4}]	{feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc}	-16.00	16.00	-18.09	-7.35	-16.00	11.52	-17.37	-16.00	-16.00	16.00	-17.76	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-12.65	-16.00	-6.22	-16.00	-16.00	-18.00	16.00	16.00	-4.80	16.00	-16.00	16.00	-14.88	-16.00	-8.72	-15.04	-17.31	-6.67	16.00	16.00	-4.88	210.40	14.51
{18} {5,26} {3,5}	[{18}, {26, 5}, {3, 5}]	{pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {pos_NOUN,feats_Number=Sing}	-16.00	16.00	10.57	16.00	-16.00	10.38	-16.00	-16.00	-16.00	10.75	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	-16.00	10.75	-16.00	-16.00	10.53	16.00	12.08	-14.82	16.00	-16.00	16.00	16.00	16.00	16.00	10.94	-16.00	16.00	16.00	16.00	4.98	210.40	14.51
{3,5} {17,18} {26}	[{3, 5}, {17, 18}, {26}]	{pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {feats_Gender=Fem}	-16.00	16.00	-16.00	10.73	-16.00	10.28	-16.00	-16.00	-16.00	10.33	16.00	11.85	-16.00	-16.00	16.00	11.48	16.00	-16.00	10.88	-16.00	10.39	-16.00	-16.00	10.48	16.00	11.13	-9.14	16.00	-16.00	16.00	16.00	-16.00	10.84	10.60	-16.00	10.90	16.00	-12.24	0.33	210.32	14.50
{5,24} {5} {11}	[{24, 5}, {5}, {11}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADJ}	-16.00	16.00	11.15	-16.00	-16.00	10.68	10.54	-16.00	-16.00	11.04	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	-16.00	11.84	-16.00	-16.00	10.97	16.00	16.00	-14.39	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	10.97	16.00	16.00	16.00	5.02	210.30	14.50
{17,18,728,730} {24,27} {3,4}	[{728, 17, 18, 730}, {24, 27}, {3, 4}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	-16.00	16.00	16.00	16.00	-16.00	12.83	10.84	-16.00	-16.00	16.00	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	-16.00	12.15	-16.00	-16.00	16.00	16.00	16.00	-14.97	16.00	-16.00	16.00	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	16.00	6.44	210.28	14.50
{5} {18} {26} {5,26}	[{5}, {18}, {26}, {26, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem}	-16.00	16.00	-16.00	-8.13	-16.00	11.20	-19.22	-16.00	-16.00	10.84	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-14.00	-16.00	10.94	-16.00	-16.00	-19.92	16.00	16.00	-5.31	16.00	-16.00	16.00	-16.00	-16.00	-9.65	11.44	-19.15	-7.38	-19.49	-7.11	-4.76	210.20	14.50
{24} {4} {17,18}	[{24}, {4}, {17, 18}]	{pos_DET} {feats_Gender=Masc} {lemma_de,pos_ADP}	-16.00	16.00	10.31	-17.56	-16.00	-16.00	-16.00	-16.00	-16.00	10.25	16.00	10.94	16.00	-16.00	10.81	11.10	11.09	-16.00	10.87	-16.00	10.25	-16.00	-16.00	10.27	16.00	10.50	-11.47	16.00	-16.00	16.00	16.00	-16.00	10.53	10.43	-16.00	10.74	16.00	16.00	0.77	210.11	14.50
{5,24,27} {5} {18} {26}	[{24, 27, 5}, {5}, {18}, {26}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {feats_Gender=Fem}	-16.00	16.00	-15.80	-6.42	-18.69	-5.95	-15.18	-16.00	-16.00	16.00	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-18.95	-11.05	-16.00	16.00	-16.00	-16.00	-15.73	16.00	16.00	-4.19	16.00	-16.00	16.00	-13.00	-16.00	-7.62	16.00	-15.13	16.00	-15.39	-5.61	-4.44	210.04	14.49
{18} {5,23,24,25,27} {5} {17,18}	[{18}, {5, 23, 24, 25, 27}, {5}, {17, 18}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {lemma_de,pos_ADP}	-16.00	16.00	-17.17	-6.98	-16.00	-6.46	-16.00	-16.00	-16.00	10.46	16.00	16.00	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	-12.01	-16.00	16.00	-16.00	-16.00	-17.09	-14.61	16.00	-4.56	16.00	-16.00	16.00	-14.12	-16.00	16.00	10.67	-16.00	16.00	16.00	-6.10	-4.16	210.03	14.49
{5} {26} {17,18,730}	[{5}, {26}, {17, 18, 730}]	{feats_Number=Sing} {feats_Gender=Fem} {lemma_de,pos_ADP,wp_▁de}	-16.00	16.00	-15.77	-6.41	-18.65	-5.94	-15.15	-16.00	-16.00	16.00	16.00	-16.00	16.00	-16.00	-16.00	16.00	-16.00	-18.91	-11.03	-16.00	16.00	-16.00	-16.00	-15.70	16.00	-11.58	-4.19	16.00	-16.00	16.00	-12.97	-16.00	-7.60	-13.11	-15.10	16.00	16.00	16.00	-4.53	210.00	14.49
{17,18} {5,24,27} {3,4}	[{17, 18}, {24, 27, 5}, {3, 4}]	{lemma_de,pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc}	-16.00	16.00	10.28	-11.09	-16.00	10.33	-16.00	-16.00	-16.00	10.20	16.00	10.76	-16.00	-16.00	10.54	16.00	-16.00	-16.00	-19.09	-16.00	-9.39	-16.00	-16.00	10.27	16.00	10.48	-7.24	16.00	-16.00	16.00	-16.00	-16.00	10.60	-16.00	-16.00	10.77	16.00	16.00	-2.54	209.98	14.49
{23,24,25,27} {4} {4}	[{24, 25, 27, 23}, {4}, {4}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc} {feats_Gender=Masc}	-16.00	16.00	-16.00	-9.96	-16.00	-9.23	-16.00	-16.00	-16.00	10.49	16.00	16.00	16.00	-16.00	-16.00	16.00	-16.00	-16.00	-17.15	-16.00	-8.44	-16.00	-16.00	10.31	16.00	10.84	-6.51	16.00	-16.00	16.00	-16.00	-16.00	10.81	10.51	-16.00	16.00	16.00	-8.71	-3.13	209.95	14.49
{18} {5,24,27} {3} {17,18}	[{18}, {24, 27, 5}, {3}, {17, 18}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP}	-16.00	16.00	-16.00	-9.25	-16.00	-8.57	-16.00	-16.00	-16.00	10.53	16.00	10.76	-16.00	-16.00	-16.00	16.00	-16.00	-16.00	-15.92	-16.00	10.40	-16.00	-16.00	10.50	16.00	10.74	-6.04	16.00	-16.00	16.00	-18.72	-16.00	10.75	10.55	-16.00	11.71	16.00	16.00	-3.07	209.90	14.49
{4} {18} {5} {3}	[{4}, {18}, {5}, {3}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing} {pos_NOUN}	-16.00	16.00	10.38	-16.00	-16.00	10.28	-16.00	-16.00	-16.00	10.28	16.00	11.09	16.00	-16.00	10.96	11.32	11.49	-16.00	-16.00	-16.00	10.45	-16.00	-16.00	10.35	16.00	10.96	-10.62	16.00	-16.00	16.00	-16.00	-16.00	10.73	10.44	-16.00	11.19	16.00	16.00	0.03	209.87	14.49
{18} {5,23,24,25,26,27,964} {5}	[{18}, {964, 5, 23, 24, 25, 26, 27}, {5}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_Gender=Fem,feats_PronType=Art,wp_▁la} {feats_Number=Sing}	-16.00	16.00	10.42	10.96	-16.00	10.34	-16.00	-16.00	-16.00	10.31	16.00	11.30	16.00	-16.00	-16.00	11.22	16.00	-16.00	-16.00	-16.00	10.33	-16.00	-16.00	10.40	16.00	10.73	-10.60	16.00	-16.00	16.00	-16.00	11.73	10.63	10.44	-16.00	12.42	16.00	16.00	0.91	209.84	14.49
{17,18,728,730} {24,92} {92}	[{728, 17, 18, 730}, {24, 92}, {92}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {pos_DET,feats_Number=Plur} {feats_Number=Plur}	-16.00	16.00	10.86	16.00	-16.00	-16.00	-16.00	-16.00	-16.00	10.79	16.00	16.00	16.00	-16.00	16.00	16.00	16.00	16.00	16.00	-16.00	8.73	10.64	-16.00	10.73	16.00	16.00	-15.61	7.07	-16.00	16.00	16.00	16.00	16.00	11.13	-16.00	16.00	16.00	16.00	4.80	209.78	14.48
